x,bias,model,N,d,width,F_model
-2.4563,-0.4256,Persistent,1048576,17,5,-0.1048
-1.4563,-0.6787,Persistent,1048576,17,5,-0.3841
-0.4563,-0.9806,Persistent,1048576,17,5,-0.8026
0.5437,-1.3064,Persistent,1048576,17,5,-1.2662
1.5437,-1.5986,Persistent,1048576,17,5,-1.6660
2.5437,-1.8152,Persistent,1048576,17,5,-1.8957
3.5437,-1.9413,Persistent,1048576,17,5,-1.9725
4.5437,-1.9908,Persistent,1048576,17,5,-1.9930
5.5437,-1.9997,Persistent,1048576,17,5,-1.9983
6.5437,-2.0000,Persistent,1048576,17,5,-1.9996
7.5437,-2.0000,Persistent,1048576,17,5,-1.9999
-3.9563,-0.0260,Persistent,1048576,17,6,-0.0036
-2.9563,-0.3282,Persistent,1048576,17,6,-0.0789
-1.9563,-0.5636,Persistent,1048576,17,6,-0.2937
-0.9563,-0.8405,Persistent,1048576,17,6,-0.6289
0.0437,-1.1450,Persistent,1048576,17,6,-1.0276
1.0437,-1.4397,Persistent,1048576,17,6,-1.4220
2.0437,-1.6847,Persistent,1048576,17,6,-1.7414
3.0437,-1.8578,Persistent,1048576,17,6,-1.9197
4.0437,-1.9555,Persistent,1048576,17,6,-1.9788
5.0437,-1.9931,Persistent,1048576,17,6,-1.9946
6.0437,-1.9998,Persistent,1048576,17,6,-1.9987
7.0437,-2.0000,Persistent,1048576,17,6,-1.9997
-4.9150,0.3164,Persistent,1048576,18,4,-0.0000
-3.9150,-0.0755,Persistent,1048576,18,4,-0.0000
-2.9150,-0.2940,Persistent,1048576,18,4,-0.0084
-1.9150,-0.5239,Persistent,1048576,18,4,-0.1570
-0.9150,-0.8045,Persistent,1048576,18,4,-0.5418
0.0850,-1.1343,Persistent,1048576,18,4,-1.0705
1.0850,-1.4725,Persistent,1048576,18,4,-1.5722
2.0850,-1.7473,Persistent,1048576,18,4,-1.8670
3.0850,-1.9172,Persistent,1048576,18,4,-1.9649
4.0850,-1.9868,Persistent,1048576,18,4,-1.9911
5.0850,-1.9996,Persistent,1048576,18,4,-1.9978
6.0850,-2.0000,Persistent,1048576,18,4,-1.9994
7.0850,-2.0000,Persistent,1048576,18,4,-1.9999
8.0850,-2.0000,Persistent,1048576,18,4,-2.0000
-4.4150,0.1599,Persistent,1048576,18,5,-0.0000
-3.4150,-0.1827,Persistent,1048576,18,5,-0.0060
-2.4150,-0.4160,Persistent,1048576,18,5,-0.1127
-1.4150,-0.6734,Persistent,1048576,18,5,-0.3991
-0.4150,-0.9763,Persistent,1048576,18,5,-0.8215
0.5850,-1.3007,Persistent,1048576,18,5,-1.2848
1.5850,-1.5941,Persistent,1048576,18,5,-1.6795
2.5850,-1.8121,Persistent,1048576,18,5,-1.9011
3.5850,-1.9399,Persistent,1048576,18,5,-1.9740
4.5850,-1.9905,Persistent,1048576,18,5,-1.9934
5.5850,-1.9997,Persistent,1048576,18,5,-1.9983
6.5850,-2.0000,Persistent,1048576,18,5,-1.9996
7.5850,-2.0000,Persistent,1048576,18,5,-1.9999
-3.9150,0.0206,Persistent,1048576,18,6,-0.0045
-2.9150,-0.3020,Persistent,1048576,18,6,-0.0848
-1.9150,-0.5551,Persistent,1048576,18,6,-0.3054
-0.9150,-0.8350,Persistent,1048576,18,6,-0.6446
0.0850,-1.1406,Persistent,1048576,18,6,-1.0445
1.0850,-1.4348,Persistent,1048576,18,6,-1.4371
2.0850,-1.6810,Persistent,1048576,18,6,-1.7520
3.0850,-1.8554,Persistent,1048576,18,6,-1.9238
4.0850,-1.9544,Persistent,1048576,18,6,-1.9800
5.0850,-1.9929,Persistent,1048576,18,6,-1.9949
6.0850,-1.9998,Persistent,1048576,18,6,-1.9987
7.0850,-2.0000,Persistent,1048576,18,6,-1.9997
-4.8760,0.2578,Persistent,1048576,19,4,-0.0000
-3.8760,-0.1132,Persistent,1048576,19,4,-0.0000
-2.8760,-0.3407,Persistent,1048576,19,4,-0.0101
-1.8760,-0.5729,Persistent,1048576,19,4,-0.1677
-0.8760,-0.8609,Persistent,1048576,19,4,-0.5607
0.1240,-1.1974,Persistent,1048576,19,4,-1.0918
1.1240,-1.5311,Persistent,1048576,19,4,-1.5886
2.1240,-1.7896,Persistent,1048576,19,4,-1.8735
3.1240,-1.9387,Persistent,1048576,19,4,-1.9667
4.1240,-1.9924,Persistent,1048576,19,4,-1.9916
5.1240,-1.9999,Persistent,1048576,19,4,-1.9979
6.1240,-2.0000,Persistent,1048576,19,4,-1.9995
7.1240,-2.0000,Persistent,1048576,19,4,-1.9999
8.1240,-2.0000,Persistent,1048576,19,4,-2.0000
-4.3760,0.1059,Persistent,1048576,19,5,-0.0000
-3.3760,-0.2234,Persistent,1048576,19,5,-0.0072
-2.3760,-0.4648,Persistent,1048576,19,5,-0.1205
-1.3760,-0.7266,Persistent,1048576,19,5,-0.4136
-0.3760,-1.0355,Persistent,1048576,19,5,-0.8395
0.6240,-1.3591,Persistent,1048576,19,5,-1.3022
1.6240,-1.6422,Persistent,1048576,19,5,-1.6920
2.6240,-1.8445,Persistent,1048576,19,5,-1.9060
3.6240,-1.9556,Persistent,1048576,19,5,-1.9753
4.6240,-1.9946,Persistent,1048576,19,5,-1.9938
5.6240,-1.9999,Persistent,1048576,19,5,-1.9984
6.6240,-2.0000,Persistent,1048576,19,5,-1.9996
7.6240,-2.0000,Persistent,1048576,19,5,-1.9999
-3.8760,-0.0315,Persistent,1048576,19,6,-0.0054
-2.8760,-0.3458,Persistent,1048576,19,6,-0.0907
-1.8760,-0.6071,Persistent,1048576,19,6,-0.3167
-0.8760,-0.8911,Persistent,1048576,19,6,-0.6594
0.1240,-1.1972,Persistent,1048576,19,6,-1.0604
1.1240,-1.4854,Persistent,1048576,19,6,-1.4513
2.1240,-1.7202,Persistent,1048576,19,6,-1.7617
3.1240,-1.8808,Persistent,1048576,19,6,-1.9276
4.1240,-1.9665,Persistent,1048576,19,6,-1.9810
5.1240,-1.9959,Persistent,1048576,19,6,-1.9952
6.1240,-1.9999,Persistent,1048576,19,6,-1.9988
7.1240,-2.0000,Persistent,1048576,19,6,-1.9997
-4.8390,0.3349,Persistent,1048576,20,4,-0.0000
-3.8390,-0.0908,Persistent,1048576,20,4,-0.0000
-2.8390,-0.3291,Persistent,1048576,20,4,-0.0120
-1.8390,-0.5610,Persistent,1048576,20,4,-0.1782
-0.8390,-0.8522,Persistent,1048576,20,4,-0.5788
0.1610,-1.1895,Persistent,1048576,20,4,-1.1119
1.1610,-1.5232,Persistent,1048576,20,4,-1.6039
2.1610,-1.7836,Persistent,1048576,20,4,-1.8794
3.1610,-1.9356,Persistent,1048576,20,4,-1.9684
4.1610,-1.9917,Persistent,1048576,20,4,-1.9920
5.1610,-1.9998,Persistent,1048576,20,4,-1.9980
6.1610,-2.0000,Persistent,1048576,20,4,-1.9995
7.1610,-2.0000,Persistent,1048576,20,4,-1.9999
8.1610,-2.0000,Persistent,1048576,20,4,-2.0000
-4.3390,0.1660,Persistent,1048576,20,5,-0.0000
-3.3390,-0.2044,Persistent,1048576,20,5,-0.0086
-2.3390,-0.4541,Persistent,1048576,20,5,-0.1281
-1.3390,-0.7157,Persistent,1048576,20,5,-0.4275
-0.3390,-1.0267,Persistent,1048576,20,5,-0.8566
0.6610,-1.3516,Persistent,1048576,20,5,-1.3186
1.6610,-1.6357,Persistent,1048576,20,5,-1.7036
2.6610,-1.8399,Persistent,1048576,20,5,-1.9104
3.6610,-1.9534,Persistent,1048576,20,5,-1.9765
4.6610,-1.9940,Persistent,1048576,20,5,-1.9941
5.6610,-1.9999,Persistent,1048576,20,5,-1.9985
6.6610,-2.0000,Persistent,1048576,20,5,-1.9996
7.6610,-2.0000,Persistent,1048576,20,5,-1.9999
-3.8390,0.0166,Persistent,1048576,20,6,-0.0064
-2.8390,-0.3294,Persistent,1048576,20,6,-0.0965
-1.8390,-0.5969,Persistent,1048576,20,6,-0.3276
-0.8390,-0.8807,Persistent,1048576,20,6,-0.6736
0.1610,-1.1890,Persistent,1048576,20,6,-1.0754
1.1610,-1.4789,Persistent,1048576,20,6,-1.4647
2.1610,-1.7149,Persistent,1048576,20,6,-1.7708
3.1610,-1.8772,Persistent,1048576,20,6,-1.9310
4.1610,-1.9647,Persistent,1048576,20,6,-1.9819
5.1610,-1.9955,Persistent,1048576,20,6,-1.9954
6.1610,-1.9999,Persistent,1048576,20,6,-1.9989
7.1610,-2.0000,Persistent,1048576,20,6,-1.9997
-1.5007,-0.4293,Antipersistent,1024,2,4,-0.2898
-0.5007,-0.5344,Antipersistent,1024,2,4,-0.7520
0.4993,-0.7884,Antipersistent,1024,2,4,-1.2920
1.4993,-1.1623,Antipersistent,1024,2,4,-1.7267
2.4993,-1.5444,Antipersistent,1024,2,4,-1.9228
3.4993,-1.8133,Antipersistent,1024,2,4,-1.9801
4.4993,-1.9408,Antipersistent,1024,2,4,-1.9950
5.4993,-1.9840,Antipersistent,1024,2,4,-1.9987
6.4993,-1.9959,Antipersistent,1024,2,4,-1.9997
7.4993,-1.9990,Antipersistent,1024,2,4,-1.9999
8.4993,-1.9998,Antipersistent,1024,2,4,-2.0000
9.4993,-1.9999,Antipersistent,1024,2,4,-2.0000
10.4993,-2.0000,Antipersistent,1024,2,4,-2.0000
11.4993,-2.0000,Antipersistent,1024,2,4,-2.0000
-1.0007,-0.5000,Antipersistent,1024,2,5,-0.5623
-0.0007,-0.6921,Antipersistent,1024,2,5,-1.0144
0.9993,-0.9907,Antipersistent,1024,2,5,-1.4628
1.9993,-1.3381,Antipersistent,1024,2,5,-1.7962
2.9993,-1.6519,Antipersistent,1024,2,5,-1.9427
3.9993,-1.8600,Antipersistent,1024,2,5,-1.9852
4.9993,-1.9559,Antipersistent,1024,2,5,-1.9963
5.9993,-1.9882,Antipersistent,1024,2,5,-1.9991
6.9993,-1.9969,Antipersistent,1024,2,5,-1.9998
7.9993,-1.9992,Antipersistent,1024,2,5,-1.9999
8.9993,-1.9998,Antipersistent,1024,2,5,-2.0000
9.9993,-2.0000,Antipersistent,1024,2,5,-2.0000
10.9993,-2.0000,Antipersistent,1024,2,5,-2.0000
-0.5007,-0.6269,Antipersistent,1024,2,6,-0.8065
0.4993,-0.8680,Antipersistent,1024,2,6,-1.2119
1.4993,-1.1655,Antipersistent,1024,2,6,-1.5809
2.4993,-1.4703,Antipersistent,1024,2,6,-1.8428
3.4993,-1.7272,Antipersistent,1024,2,6,-1.9559
4.4993,-1.8915,Antipersistent,1024,2,6,-1.9887
5.4993,-1.9660,Antipersistent,1024,2,6,-1.9971
6.4993,-1.9909,Antipersistent,1024,2,6,-1.9993
7.4993,-1.9977,Antipersistent,1024,2,6,-1.9998
8.4993,-1.9994,Antipersistent,1024,2,6,-2.0000
9.4993,-1.9999,Antipersistent,1024,2,6,-2.0000
10.4993,-2.0000,Antipersistent,1024,2,6,-2.0000
-1.2082,-0.2830,Antipersistent,1024,3,4,-0.4075
-0.2082,-0.6419,Antipersistent,1024,3,4,-0.9097
0.7918,-1.1187,Antipersistent,1024,3,4,-1.4386
1.7918,-1.5743,Antipersistent,1024,3,4,-1.8075
2.7918,-1.8715,Antipersistent,1024,3,4,-1.9478
3.7918,-1.9767,Antipersistent,1024,3,4,-1.9867
4.7918,-1.9967,Antipersistent,1024,3,4,-1.9967
5.7918,-1.9996,Antipersistent,1024,3,4,-1.9992
6.7918,-2.0000,Antipersistent,1024,3,4,-1.9998
7.7918,-2.0000,Antipersistent,1024,3,4,-1.9999
8.7918,-2.0000,Antipersistent,1024,3,4,-2.0000
9.7918,-2.0000,Antipersistent,1024,3,4,-2.0000
10.7918,-2.0000,Antipersistent,1024,3,4,-2.0000
11.7918,-2.0000,Antipersistent,1024,3,4,-2.0000
-0.7082,-0.4975,Antipersistent,1024,3,5,-0.6886
0.2918,-0.8972,Antipersistent,1024,3,5,-1.1508
1.2918,-1.3220,Antipersistent,1024,3,5,-1.5772
2.2918,-1.6837,Antipersistent,1024,3,5,-1.8567
3.2918,-1.9061,Antipersistent,1024,3,5,-1.9613
4.2918,-1.9830,Antipersistent,1024,3,5,-1.9901
5.2918,-1.9976,Antipersistent,1024,3,5,-1.9975
6.2918,-1.9997,Antipersistent,1024,3,5,-1.9994
7.2918,-2.0000,Antipersistent,1024,3,5,-1.9998
8.2918,-2.0000,Antipersistent,1024,3,5,-2.0000
9.2918,-2.0000,Antipersistent,1024,3,5,-2.0000
10.2918,-2.0000,Antipersistent,1024,3,5,-2.0000
11.2918,-2.0000,Antipersistent,1024,3,5,-2.0000
-0.2082,-0.7251,Antipersistent,1024,3,6,-0.9247
0.7918,-1.1051,Antipersistent,1024,3,6,-1.3267
1.7918,-1.4671,Antipersistent,1024,3,6,-1.6717
2.7918,-1.7566,Antipersistent,1024,3,6,-1.8896
3.7918,-1.9285,Antipersistent,1024,3,6,-1.9702
4.7918,-1.9871,Antipersistent,1024,3,6,-1.9924
5.7918,-1.9982,Antipersistent,1024,3,6,-1.9981
6.7918,-1.9998,Antipersistent,1024,3,6,-1.9995
7.7918,-2.0000,Antipersistent,1024,3,6,-1.9999
8.7918,-2.0000,Antipersistent,1024,3,6,-2.0000
9.7918,-2.0000,Antipersistent,1024,3,6,-2.0000
10.7918,-2.0000,Antipersistent,1024,3,6,-2.0000
-1.0007,-0.3043,Antipersistent,1024,4,4,-0.5011
-0.0007,-0.8208,Antipersistent,1024,4,4,-1.0236
0.9993,-1.3490,Antipersistent,1024,4,4,-1.5350
1.9993,-1.7609,Antipersistent,1024,4,4,-1.8516
2.9993,-1.9561,Antipersistent,1024,4,4,-1.9606
3.9993,-1.9959,Antipersistent,1024,4,4,-1.9900
4.9993,-1.9997,Antipersistent,1024,4,4,-1.9975
5.9993,-2.0000,Antipersistent,1024,4,4,-1.9994
6.9993,-2.0000,Antipersistent,1024,4,4,-1.9998
7.9993,-2.0000,Antipersistent,1024,4,4,-2.0000
8.9993,-2.0000,Antipersistent,1024,4,4,-2.0000
9.9993,-2.0000,Antipersistent,1024,4,4,-2.0000
10.9993,-2.0000,Antipersistent,1024,4,4,-2.0000
11.9993,-2.0000,Antipersistent,1024,4,4,-2.0000
-0.5007,-0.5885,Antipersistent,1024,4,5,-0.7822
0.4993,-1.0778,Antipersistent,1024,4,5,-1.2461
1.4993,-1.5125,Antipersistent,1024,4,5,-1.6512
2.4993,-1.8256,Antipersistent,1024,4,5,-1.8897
3.4993,-1.9683,Antipersistent,1024,4,5,-1.9708
4.4993,-1.9971,Antipersistent,1024,4,5,-1.9926
5.4993,-1.9998,Antipersistent,1024,4,5,-1.9981
6.4993,-2.0000,Antipersistent,1024,4,5,-1.9995
7.4993,-2.0000,Antipersistent,1024,4,5,-1.9999
8.4993,-2.0000,Antipersistent,1024,4,5,-2.0000
9.4993,-2.0000,Antipersistent,1024,4,5,-2.0000
10.4993,-2.0000,Antipersistent,1024,4,5,-2.0000
11.4993,-2.0000,Antipersistent,1024,4,5,-2.0000
-0.0007,-0.8393,Antipersistent,1024,4,6,-1.0095
0.9993,-1.2682,Antipersistent,1024,4,6,-1.4055
1.9993,-1.6231,Antipersistent,1024,4,6,-1.7298
2.9993,-1.8674,Antipersistent,1024,4,6,-1.9150
3.9993,-1.9761,Antipersistent,1024,4,6,-1.9775
4.9993,-1.9978,Antipersistent,1024,4,6,-1.9943
5.9993,-1.9998,Antipersistent,1024,4,6,-1.9986
6.9993,-2.0000,Antipersistent,1024,4,6,-1.9996
7.9993,-2.0000,Antipersistent,1024,4,6,-1.9999
8.9993,-2.0000,Antipersistent,1024,4,6,-2.0000
9.9993,-2.0000,Antipersistent,1024,4,6,-2.0000
10.9993,-2.0000,Antipersistent,1024,4,6,-2.0000
-0.8397,-0.3656,Antipersistent,1024,5,4,-0.5784
0.1603,-0.9693,Antipersistent,1024,5,4,-1.1116
1.1603,-1.4880,Antipersistent,1024,5,4,-1.6037
2.1603,-1.8409,Antipersistent,1024,5,4,-1.8794
3.1603,-1.9787,Antipersistent,1024,5,4,-1.9684
4.1603,-1.9988,Antipersistent,1024,5,4,-1.9920
5.1603,-1.9999,Antipersistent,1024,5,4,-1.9980
6.1603,-2.0000,Antipersistent,1024,5,4,-1.9995
7.1603,-2.0000,Antipersistent,1024,5,4,-1.9999
8.1603,-2.0000,Antipersistent,1024,5,4,-2.0000
9.1603,-2.0000,Antipersistent,1024,5,4,-2.0000
10.1603,-2.0000,Antipersistent,1024,5,4,-2.0000
11.1603,-2.0000,Antipersistent,1024,5,4,-2.0000
12.1603,-2.0000,Antipersistent,1024,5,4,-2.0000
-0.3397,-0.6742,Antipersistent,1024,5,5,-0.8563
0.6603,-1.2065,Antipersistent,1024,5,5,-1.3183
1.6603,-1.6205,Antipersistent,1024,5,5,-1.7034
2.6603,-1.8847,Antipersistent,1024,5,5,-1.9104
3.6603,-1.9847,Antipersistent,1024,5,5,-1.9765
4.6603,-1.9991,Antipersistent,1024,5,5,-1.9941
5.6603,-2.0000,Antipersistent,1024,5,5,-1.9985
6.6603,-2.0000,Antipersistent,1024,5,5,-1.9996
7.6603,-2.0000,Antipersistent,1024,5,5,-1.9999
8.6603,-2.0000,Antipersistent,1024,5,5,-2.0000
9.6603,-2.0000,Antipersistent,1024,5,5,-2.0000
10.6603,-2.0000,Antipersistent,1024,5,5,-2.0000
11.6603,-2.0000,Antipersistent,1024,5,5,-2.0000
0.1603,-0.9259,Antipersistent,1024,5,6,-1.0752
1.1603,-1.3762,Antipersistent,1024,5,6,-1.4645
2.1603,-1.7084,Antipersistent,1024,5,6,-1.7707
3.1603,-1.9127,Antipersistent,1024,5,6,-1.9310
4.1603,-1.9885,Antipersistent,1024,5,6,-1.9819
5.1603,-1.9993,Antipersistent,1024,5,6,-1.9954
6.1603,-2.0000,Antipersistent,1024,5,6,-1.9989
7.1603,-2.0000,Antipersistent,1024,5,6,-1.9997
8.1603,-2.0000,Antipersistent,1024,5,6,-1.9999
9.1603,-2.0000,Antipersistent,1024,5,6,-2.0000
10.1603,-2.0000,Antipersistent,1024,5,6,-2.0000
11.1603,-2.0000,Antipersistent,1024,5,6,-2.0000
-0.7082,-0.4206,Antipersistent,1024,6,4,-0.6442
0.2918,-1.0577,Antipersistent,1024,6,4,-1.1826
1.2918,-1.5652,Antipersistent,1024,6,4,-1.6551
2.2918,-1.8829,Antipersistent,1024,6,4,-1.8984
3.2918,-1.9887,Antipersistent,1024,6,4,-1.9736
4.2918,-1.9996,Antipersistent,1024,6,4,-1.9933
5.2918,-2.0000,Antipersistent,1024,6,4,-1.9983
6.2918,-2.0000,Antipersistent,1024,6,4,-1.9996
7.2918,-2.0000,Antipersistent,1024,6,4,-1.9999
8.2918,-2.0000,Antipersistent,1024,6,4,-2.0000
9.2918,-2.0000,Antipersistent,1024,6,4,-2.0000
10.2918,-2.0000,Antipersistent,1024,6,4,-2.0000
11.2918,-2.0000,Antipersistent,1024,6,4,-2.0000
12.2918,-2.0000,Antipersistent,1024,6,4,-2.0000
-0.2082,-0.7367,Antipersistent,1024,6,5,-0.9174
0.7918,-1.2814,Antipersistent,1024,6,5,-1.3757
1.7918,-1.6798,Antipersistent,1024,6,5,-1.7423
2.7918,-1.9155,Antipersistent,1024,6,5,-1.9245
3.7918,-1.9919,Antipersistent,1024,6,5,-1.9804
4.7918,-1.9997,Antipersistent,1024,6,5,-1.9951
5.7918,-2.0000,Antipersistent,1024,6,5,-1.9988
6.7918,-2.0000,Antipersistent,1024,6,5,-1.9997
7.7918,-2.0000,Antipersistent,1024,6,5,-1.9999
8.7918,-2.0000,Antipersistent,1024,6,5,-2.0000
9.7918,-2.0000,Antipersistent,1024,6,5,-2.0000
10.7918,-2.0000,Antipersistent,1024,6,5,-2.0000
11.7918,-2.0000,Antipersistent,1024,6,5,-2.0000
0.2918,-0.9847,Antipersistent,1024,6,6,-1.1285
1.2918,-1.4383,Antipersistent,1024,6,6,-1.5110
2.2918,-1.7550,Antipersistent,1024,6,6,-1.8009
3.2918,-1.9362,Antipersistent,1024,6,6,-1.9419
4.2918,-1.9939,Antipersistent,1024,6,6,-1.9849
5.2918,-1.9998,Antipersistent,1024,6,6,-1.9962
6.2918,-2.0000,Antipersistent,1024,6,6,-1.9990
7.2918,-2.0000,Antipersistent,1024,6,6,-1.9998
8.2918,-2.0000,Antipersistent,1024,6,6,-1.9999
9.2918,-2.0000,Antipersistent,1024,6,6,-2.0000
10.2918,-2.0000,Antipersistent,1024,6,6,-2.0000
11.2918,-2.0000,Antipersistent,1024,6,6,-2.0000
-0.5970,-0.4747,Antipersistent,1024,7,4,-0.7014
0.4030,-1.1346,Antipersistent,1024,7,4,-1.2417
1.4030,-1.6269,Antipersistent,1024,7,4,-1.6950
2.4030,-1.9088,Antipersistent,1024,7,4,-1.9122
3.4030,-1.9929,Antipersistent,1024,7,4,-1.9773
4.4030,-1.9999,Antipersistent,1024,7,4,-1.9943
5.4030,-2.0000,Antipersistent,1024,7,4,-1.9986
6.4030,-2.0000,Antipersistent,1024,7,4,-1.9996
7.4030,-2.0000,Antipersistent,1024,7,4,-1.9999
8.4030,-2.0000,Antipersistent,1024,7,4,-2.0000
9.4030,-2.0000,Antipersistent,1024,7,4,-2.0000
10.4030,-2.0000,Antipersistent,1024,7,4,-2.0000
11.4030,-2.0000,Antipersistent,1024,7,4,-2.0000
12.4030,-2.0000,Antipersistent,1024,7,4,-2.0000
-0.0970,-0.7924,Antipersistent,1024,7,5,-0.9693
0.9030,-1.3442,Antipersistent,1024,7,5,-1.4230
1.9030,-1.7262,Antipersistent,1024,7,5,-1.7724
2.9030,-1.9344,Antipersistent,1024,7,5,-1.9348
3.9030,-1.9949,Antipersistent,1024,7,5,-1.9832
4.9030,-1.9999,Antipersistent,1024,7,5,-1.9958
5.9030,-2.0000,Antipersistent,1024,7,5,-1.9989
6.9030,-2.0000,Antipersistent,1024,7,5,-1.9997
7.9030,-2.0000,Antipersistent,1024,7,5,-1.9999
8.9030,-2.0000,Antipersistent,1024,7,5,-2.0000
9.9030,-2.0000,Antipersistent,1024,7,5,-2.0000
10.9030,-2.0000,Antipersistent,1024,7,5,-2.0000
11.9030,-2.0000,Antipersistent,1024,7,5,-2.0000
0.4030,-1.0352,Antipersistent,1024,7,6,-1.1734
1.4030,-1.4894,Antipersistent,1024,7,6,-1.5490
2.4030,-1.7910,Antipersistent,1024,7,6,-1.8243
3.4030,-1.9505,Antipersistent,1024,7,6,-1.9498
4.4030,-1.9962,Antipersistent,1024,7,6,-1.9870
5.4030,-1.9999,Antipersistent,1024,7,6,-1.9967
6.4030,-2.0000,Antipersistent,1024,7,6,-1.9992
7.4030,-2.0000,Antipersistent,1024,7,6,-1.9998
8.4030,-2.0000,Antipersistent,1024,7,6,-1.9999
9.4030,-2.0000,Antipersistent,1024,7,6,-2.0000
10.4030,-2.0000,Antipersistent,1024,7,6,-2.0000
11.4030,-2.0000,Antipersistent,1024,7,6,-2.0000
-0.5007,-0.5778,Antipersistent,1024,8,4,-0.7520
0.4993,-1.2475,Antipersistent,1024,8,4,-1.2920
1.4993,-1.7054,Antipersistent,1024,8,4,-1.7267
2.4993,-1.9412,Antipersistent,1024,8,4,-1.9228
3.4993,-1.9972,Antipersistent,1024,8,4,-1.9801
4.4993,-2.0000,Antipersistent,1024,8,4,-1.9950
5.4993,-2.0000,Antipersistent,1024,8,4,-1.9987
6.4993,-2.0000,Antipersistent,1024,8,4,-1.9997
7.4993,-2.0000,Antipersistent,1024,8,4,-1.9999
8.4993,-2.0000,Antipersistent,1024,8,4,-2.0000
9.4993,-2.0000,Antipersistent,1024,8,4,-2.0000
10.4993,-2.0000,Antipersistent,1024,8,4,-2.0000
11.4993,-2.0000,Antipersistent,1024,8,4,-2.0000
12.4993,-2.0000,Antipersistent,1024,8,4,-2.0000
-0.0007,-0.8887,Antipersistent,1024,8,5,-1.0144
0.9993,-1.4347,Antipersistent,1024,8,5,-1.4628
1.9993,-1.7850,Antipersistent,1024,8,5,-1.7962
2.9993,-1.9578,Antipersistent,1024,8,5,-1.9427
3.9993,-1.9980,Antipersistent,1024,8,5,-1.9852
4.9993,-2.0000,Antipersistent,1024,8,5,-1.9963
5.9993,-2.0000,Antipersistent,1024,8,5,-1.9991
6.9993,-2.0000,Antipersistent,1024,8,5,-1.9998
7.9993,-2.0000,Antipersistent,1024,8,5,-1.9999
8.9993,-2.0000,Antipersistent,1024,8,5,-2.0000
9.9993,-2.0000,Antipersistent,1024,8,5,-2.0000
10.9993,-2.0000,Antipersistent,1024,8,5,-2.0000
11.9993,-2.0000,Antipersistent,1024,8,5,-2.0000
0.4993,-1.1188,Antipersistent,1024,8,6,-1.2119
1.4993,-1.5621,Antipersistent,1024,8,6,-1.5809
2.4993,-1.8365,Antipersistent,1024,8,6,-1.8428
3.4993,-1.9683,Antipersistent,1024,8,6,-1.9559
4.4993,-1.9985,Antipersistent,1024,8,6,-1.9887
5.4993,-2.0000,Antipersistent,1024,8,6,-1.9971
6.4993,-2.0000,Antipersistent,1024,8,6,-1.9993
7.4993,-2.0000,Antipersistent,1024,8,6,-1.9998
8.4993,-2.0000,Antipersistent,1024,8,6,-2.0000
9.4993,-2.0000,Antipersistent,1024,8,6,-2.0000
10.4993,-2.0000,Antipersistent,1024,8,6,-2.0000
11.4993,-2.0000,Antipersistent,1024,8,6,-2.0000
-0.4157,-0.6258,Antipersistent,1024,9,4,-0.7972
0.5843,-1.3059,Antipersistent,1024,9,4,-1.3357
1.5843,-1.7498,Antipersistent,1024,9,4,-1.7526
2.5843,-1.9578,Antipersistent,1024,9,4,-1.9311
3.5843,-1.9987,Antipersistent,1024,9,4,-1.9823
4.5843,-2.0000,Antipersistent,1024,9,4,-1.9955
5.5843,-2.0000,Antipersistent,1024,9,4,-1.9989
6.5843,-2.0000,Antipersistent,1024,9,4,-1.9997
7.5843,-2.0000,Antipersistent,1024,9,4,-1.9999
8.5843,-2.0000,Antipersistent,1024,9,4,-2.0000
9.5843,-2.0000,Antipersistent,1024,9,4,-2.0000
10.5843,-2.0000,Antipersistent,1024,9,4,-2.0000
11.5843,-2.0000,Antipersistent,1024,9,4,-2.0000
12.5843,-2.0000,Antipersistent,1024,9,4,-2.0000
0.0843,-0.9349,Antipersistent,1024,9,5,-1.0541
1.0843,-1.4816,Antipersistent,1024,9,5,-1.4971
2.0843,-1.8181,Antipersistent,1024,9,5,-1.8156
3.0843,-1.9698,Antipersistent,1024,9,5,-1.9488
4.0843,-1.9991,Antipersistent,1024,9,5,-1.9869
5.0843,-2.0000,Antipersistent,1024,9,5,-1.9967
6.0843,-2.0000,Antipersistent,1024,9,5,-1.9992
7.0843,-2.0000,Antipersistent,1024,9,5,-1.9998
8.0843,-2.0000,Antipersistent,1024,9,5,-1.9999
9.0843,-2.0000,Antipersistent,1024,9,5,-2.0000
10.0843,-2.0000,Antipersistent,1024,9,5,-2.0000
11.0843,-2.0000,Antipersistent,1024,9,5,-2.0000
12.0843,-2.0000,Antipersistent,1024,9,5,-2.0000
0.5843,-1.1595,Antipersistent,1024,9,6,-1.2456
1.5843,-1.5999,Antipersistent,1024,9,6,-1.6083
2.5843,-1.8620,Antipersistent,1024,9,6,-1.8578
3.5843,-1.9773,Antipersistent,1024,9,6,-1.9606
4.5843,-1.9993,Antipersistent,1024,9,6,-1.9899
5.5843,-2.0000,Antipersistent,1024,9,6,-1.9975
6.5843,-2.0000,Antipersistent,1024,9,6,-1.9994
7.5843,-2.0000,Antipersistent,1024,9,6,-1.9998
8.5843,-2.0000,Antipersistent,1024,9,6,-2.0000
9.5843,-2.0000,Antipersistent,1024,9,6,-2.0000
10.5843,-2.0000,Antipersistent,1024,9,6,-2.0000
11.5843,-2.0000,Antipersistent,1024,9,6,-2.0000
-0.3397,-0.6597,Antipersistent,1024,10,4,-0.8381
