x,bias,model,N,d,width,F_model
3.4993,-1.7423,Pearson,1024,2,6,-1.9559
4.4993,-1.8998,Pearson,1024,2,6,-1.9887
5.4993,-1.9659,Pearson,1024,2,6,-1.9971
6.4993,-1.9886,Pearson,1024,2,6,-1.9993
7.4993,-1.9959,Pearson,1024,2,6,-1.9998
8.4993,-1.9984,Pearson,1024,2,6,-2.0000
9.4993,-1.9992,Pearson,1024,2,6,-2.0000
10.4993,-1.9996,Pearson,1024,2,6,-2.0000
-1.2082,-0.3003,Pearson,1024,3,4,-0.4075
-0.2082,-0.6417,Pearson,1024,3,4,-0.9097
0.7918,-1.0991,Pearson,1024,3,4,-1.4386
1.7918,-1.5495,Pearson,1024,3,4,-1.8075
2.7918,-1.8613,Pearson,1024,3,4,-1.9478
3.7918,-1.9742,Pearson,1024,3,4,-1.9867
4.7918,-1.9956,Pearson,1024,3,4,-1.9967
5.7918,-1.9992,Pearson,1024,3,4,-1.9992
6.7918,-1.9998,Pearson,1024,3,4,-1.9998
7.7918,-2.0000,Pearson,1024,3,4,-1.9999
8.7918,-2.0000,Pearson,1024,3,4,-2.0000
9.7918,-2.0000,Pearson,1024,3,4,-2.0000
10.7918,-2.0000,Pearson,1024,3,4,-2.0000
11.7918,-2.0000,Pearson,1024,3,4,-2.0000
-0.7082,-0.5024,Pearson,1024,3,5,-0.6886
0.2918,-0.8914,Pearson,1024,3,5,-1.1508
1.2918,-1.3047,Pearson,1024,3,5,-1.5772
2.2918,-1.6647,Pearson,1024,3,5,-1.8567
3.2918,-1.8985,Pearson,1024,3,5,-1.9613
4.2918,-1.9812,Pearson,1024,3,5,-1.9901
5.2918,-1.9967,Pearson,1024,3,5,-1.9975
6.2918,-1.9994,Pearson,1024,3,5,-1.9994
7.2918,-1.9999,Pearson,1024,3,5,-1.9998
8.2918,-2.0000,Pearson,1024,3,5,-2.0000
9.2918,-2.0000,Pearson,1024,3,5,-2.0000
10.2918,-2.0000,Pearson,1024,3,5,-2.0000
11.2918,-2.0000,Pearson,1024,3,5,-2.0000
-0.2082,-0.7245,Pearson,1024,3,6,-0.9247
0.7918,-1.0975,Pearson,1024,3,6,-1.3267
1.7918,-1.4523,Pearson,1024,3,6,-1.6717
2.7918,-1.7417,Pearson,1024,3,6,-1.8896
3.7918,-1.9226,Pearson,1024,3,6,-1.9702
4.7918,-1.9856,Pearson,1024,3,6,-1.9924
5.7918,-1.9975,Pearson,1024,3,6,-1.9981
6.7918,-1.9996,Pearson,1024,3,6,-1.9995
7.7918,-1.9999,Pearson,1024,3,6,-1.9999
8.7918,-2.0000,Pearson,1024,3,6,-2.0000
9.7918,-2.0000,Pearson,1024,3,6,-2.0000
10.7918,-2.0000,Pearson,1024,3,6,-2.0000
-1.0007,-0.3041,Pearson,1024,4,4,-0.5011
-0.0007,-0.7680,Pearson,1024,4,4,-1.0236
0.9993,-1.2618,Pearson,1024,4,4,-1.5350
1.9993,-1.6843,Pearson,1024,4,4,-1.8516
2.9993,-1.9304,Pearson,1024,4,4,-1.9606
3.9993,-1.9947,Pearson,1024,4,4,-1.9900
4.9993,-1.9995,Pearson,1024,4,4,-1.9975
5.9993,-1.9999,Pearson,1024,4,4,-1.9994
6.9993,-2.0000,Pearson,1024,4,4,-1.9998
7.9993,-2.0000,Pearson,1024,4,4,-2.0000
8.9993,-2.0000,Pearson,1024,4,4,-2.0000
9.9993,-2.0000,Pearson,1024,4,4,-2.0000
10.9993,-2.0000,Pearson,1024,4,4,-2.0000
11.9993,-2.0000,Pearson,1024,4,4,-2.0000
-0.5007,-0.5575,Pearson,1024,4,5,-0.7822
0.4993,-1.0213,Pearson,1024,4,5,-1.2461
1.4993,-1.4418,Pearson,1024,4,5,-1.6512
2.4993,-1.7688,Pearson,1024,4,5,-1.8897
3.4993,-1.9498,Pearson,1024,4,5,-1.9708
4.4993,-1.9962,Pearson,1024,4,5,-1.9926
5.4993,-1.9996,Pearson,1024,4,5,-1.9981
6.4993,-1.9999,Pearson,1024,4,5,-1.9995
7.4993,-2.0000,Pearson,1024,4,5,-1.9999
8.4993,-2.0000,Pearson,1024,4,5,-2.0000
9.4993,-2.0000,Pearson,1024,4,5,-2.0000
10.4993,-2.0000,Pearson,1024,4,5,-2.0000
11.4993,-2.0000,Pearson,1024,4,5,-2.0000
-0.0007,-0.8001,Pearson,1024,4,6,-1.0095
0.9993,-1.2164,Pearson,1024,4,6,-1.4055
1.9993,-1.5659,Pearson,1024,4,6,-1.7298
2.9993,-1.8238,Pearson,1024,4,6,-1.9150
3.9993,-1.9622,Pearson,1024,4,6,-1.9775
4.9993,-1.9971,Pearson,1024,4,6,-1.9943
5.9993,-1.9997,Pearson,1024,4,6,-1.9986
6.9993,-2.0000,Pearson,1024,4,6,-1.9996
7.9993,-2.0000,Pearson,1024,4,6,-1.9999
8.9993,-2.0000,Pearson,1024,4,6,-2.0000
9.9993,-2.0000,Pearson,1024,4,6,-2.0000
10.9993,-2.0000,Pearson,1024,4,6,-2.0000
-0.8397,-0.3765,Pearson,1024,5,4,-0.5784
0.1603,-0.9077,Pearson,1024,5,4,-1.1116
1.1603,-1.3971,Pearson,1024,5,4,-1.6037
2.1603,-1.7705,Pearson,1024,5,4,-1.8794
3.1603,-1.9606,Pearson,1024,5,4,-1.9684
4.1603,-1.9984,Pearson,1024,5,4,-1.9920
5.1603,-1.9999,Pearson,1024,5,4,-1.9980
6.1603,-2.0000,Pearson,1024,5,4,-1.9995
7.1603,-2.0000,Pearson,1024,5,4,-1.9999
8.1603,-2.0000,Pearson,1024,5,4,-2.0000
9.1603,-2.0000,Pearson,1024,5,4,-2.0000
10.1603,-2.0000,Pearson,1024,5,4,-2.0000
11.1603,-2.0000,Pearson,1024,5,4,-2.0000
12.1603,-2.0000,Pearson,1024,5,4,-2.0000
-0.3397,-0.6525,Pearson,1024,5,5,-0.8563
0.6603,-1.1454,Pearson,1024,5,5,-1.3183
1.6603,-1.5484,Pearson,1024,5,5,-1.7034
2.6603,-1.8331,Pearson,1024,5,5,-1.9104
3.6603,-1.9717,Pearson,1024,5,5,-1.9765
4.6603,-1.9988,Pearson,1024,5,5,-1.9941
5.6603,-2.0000,Pearson,1024,5,5,-1.9985
6.6603,-2.0000,Pearson,1024,5,5,-1.9996
7.6603,-2.0000,Pearson,1024,5,5,-1.9999
8.6603,-2.0000,Pearson,1024,5,5,-2.0000
9.6603,-2.0000,Pearson,1024,5,5,-2.0000
10.6603,-2.0000,Pearson,1024,5,5,-2.0000
11.6603,-2.0000,Pearson,1024,5,5,-2.0000
0.1603,-0.8946,Pearson,1024,5,6,-1.0752
1.1603,-1.3219,Pearson,1024,5,6,-1.4645
2.1603,-1.6509,Pearson,1024,5,6,-1.7707
3.1603,-1.8733,Pearson,1024,5,6,-1.9310
4.1603,-1.9787,Pearson,1024,5,6,-1.9819
5.1603,-1.9991,Pearson,1024,5,6,-1.9954
6.1603,-2.0000,Pearson,1024,5,6,-1.9989
7.1603,-2.0000,Pearson,1024,5,6,-1.9997
8.1603,-2.0000,Pearson,1024,5,6,-1.9999
9.1603,-2.0000,Pearson,1024,5,6,-2.0000
10.1603,-2.0000,Pearson,1024,5,6,-2.0000
11.1603,-2.0000,Pearson,1024,5,6,-2.0000
-0.7082,-0.4166,Pearson,1024,6,4,-0.6442
0.2918,-1.0220,Pearson,1024,6,4,-1.1826
1.2918,-1.5013,Pearson,1024,6,4,-1.6551
2.2918,-1.8359,Pearson,1024,6,4,-1.8984
3.2918,-1.9801,Pearson,1024,6,4,-1.9736
4.2918,-1.9996,Pearson,1024,6,4,-1.9933
5.2918,-2.0000,Pearson,1024,6,4,-1.9983
6.2918,-2.0000,Pearson,1024,6,4,-1.9996
7.2918,-2.0000,Pearson,1024,6,4,-1.9999
8.2918,-2.0000,Pearson,1024,6,4,-2.0000
9.2918,-2.0000,Pearson,1024,6,4,-2.0000
10.2918,-2.0000,Pearson,1024,6,4,-2.0000
11.2918,-2.0000,Pearson,1024,6,4,-2.0000
12.2918,-2.0000,Pearson,1024,6,4,-2.0000
-0.2082,-0.7148,Pearson,1024,6,5,-0.9174
0.7918,-1.2450,Pearson,1024,6,5,-1.3757
1.7918,-1.6299,Pearson,1024,6,5,-1.7423
2.7918,-1.8813,Pearson,1024,6,5,-1.9245
3.7918,-1.9858,Pearson,1024,6,5,-1.9804
4.7918,-1.9997,Pearson,1024,6,5,-1.9951
5.7918,-2.0000,Pearson,1024,6,5,-1.9988
6.7918,-2.0000,Pearson,1024,6,5,-1.9997
7.7918,-2.0000,Pearson,1024,6,5,-1.9999
8.7918,-2.0000,Pearson,1024,6,5,-2.0000
9.7918,-2.0000,Pearson,1024,6,5,-2.0000
10.7918,-2.0000,Pearson,1024,6,5,-2.0000
11.7918,-2.0000,Pearson,1024,6,5,-2.0000
0.2918,-0.9588,Pearson,1024,6,6,-1.1285
1.2918,-1.4055,Pearson,1024,6,6,-1.5110
2.2918,-1.7154,Pearson,1024,6,6,-1.8009
3.2918,-1.9103,Pearson,1024,6,6,-1.9419
4.2918,-1.9893,Pearson,1024,6,6,-1.9849
5.2918,-1.9998,Pearson,1024,6,6,-1.9962
6.2918,-2.0000,Pearson,1024,6,6,-1.9990
7.2918,-2.0000,Pearson,1024,6,6,-1.9998
8.2918,-2.0000,Pearson,1024,6,6,-1.9999
9.2918,-2.0000,Pearson,1024,6,6,-2.0000
10.2918,-2.0000,Pearson,1024,6,6,-2.0000
11.2918,-2.0000,Pearson,1024,6,6,-2.0000
-0.5970,-0.5044,Pearson,1024,7,4,-0.7014
0.4030,-1.1282,Pearson,1024,7,4,-1.2417
1.4030,-1.5896,Pearson,1024,7,4,-1.6950
2.4030,-1.8817,Pearson,1024,7,4,-1.9122
3.4030,-1.9909,Pearson,1024,7,4,-1.9773
4.4030,-1.9999,Pearson,1024,7,4,-1.9943
5.4030,-2.0000,Pearson,1024,7,4,-1.9986
6.4030,-2.0000,Pearson,1024,7,4,-1.9996
7.4030,-2.0000,Pearson,1024,7,4,-1.9999
8.4030,-2.0000,Pearson,1024,7,4,-2.0000
9.4030,-2.0000,Pearson,1024,7,4,-2.0000
10.4030,-2.0000,Pearson,1024,7,4,-2.0000
11.4030,-2.0000,Pearson,1024,7,4,-2.0000
12.4030,-2.0000,Pearson,1024,7,4,-2.0000
-0.0970,-0.8043,Pearson,1024,7,5,-0.9693
0.9030,-1.3338,Pearson,1024,7,5,-1.4230
1.9030,-1.6975,Pearson,1024,7,5,-1.7724
2.9030,-1.9149,Pearson,1024,7,5,-1.9348
3.9030,-1.9935,Pearson,1024,7,5,-1.9832
4.9030,-2.0000,Pearson,1024,7,5,-1.9958
5.9030,-2.0000,Pearson,1024,7,5,-1.9989
6.9030,-2.0000,Pearson,1024,7,5,-1.9997
7.9030,-2.0000,Pearson,1024,7,5,-1.9999
8.9030,-2.0000,Pearson,1024,7,5,-2.0000
9.9030,-2.0000,Pearson,1024,7,5,-2.0000
10.9030,-2.0000,Pearson,1024,7,5,-2.0000
11.9030,-2.0000,Pearson,1024,7,5,-2.0000
0.4030,-1.0395,Pearson,1024,7,6,-1.1734
1.4030,-1.4787,Pearson,1024,7,6,-1.5490
2.4030,-1.7684,Pearson,1024,7,6,-1.8243
3.4030,-1.9358,Pearson,1024,7,6,-1.9498
4.4030,-1.9951,Pearson,1024,7,6,-1.9870
5.4030,-2.0000,Pearson,1024,7,6,-1.9967
6.4030,-2.0000,Pearson,1024,7,6,-1.9992
7.4030,-2.0000,Pearson,1024,7,6,-1.9998
8.4030,-2.0000,Pearson,1024,7,6,-1.9999
9.4030,-2.0000,Pearson,1024,7,6,-2.0000
10.4030,-2.0000,Pearson,1024,7,6,-2.0000
11.4030,-2.0000,Pearson,1024,7,6,-2.0000
-0.5007,-0.5572,Pearson,1024,8,4,-0.7520
0.4993,-1.1847,Pearson,1024,8,4,-1.2920
1.4993,-1.6367,Pearson,1024,8,4,-1.7267
2.4993,-1.9012,Pearson,1024,8,4,-1.9228
3.4993,-1.9918,Pearson,1024,8,4,-1.9801
4.4993,-1.9999,Pearson,1024,8,4,-1.9950
5.4993,-2.0000,Pearson,1024,8,4,-1.9987
6.4993,-2.0000,Pearson,1024,8,4,-1.9997
7.4993,-2.0000,Pearson,1024,8,4,-1.9999
8.4993,-2.0000,Pearson,1024,8,4,-2.0000
9.4993,-2.0000,Pearson,1024,8,4,-2.0000
10.4993,-2.0000,Pearson,1024,8,4,-2.0000
11.4993,-2.0000,Pearson,1024,8,4,-2.0000
12.4993,-2.0000,Pearson,1024,8,4,-2.0000
-0.0007,-0.8545,Pearson,1024,8,5,-1.0144
0.9993,-1.3798,Pearson,1024,8,5,-1.4628
1.9993,-1.7326,Pearson,1024,8,5,-1.7962
2.9993,-1.9289,Pearson,1024,8,5,-1.9427
3.9993,-1.9941,Pearson,1024,8,5,-1.9852
4.9993,-1.9999,Pearson,1024,8,5,-1.9963
5.9993,-2.0000,Pearson,1024,8,5,-1.9991
6.9993,-2.0000,Pearson,1024,8,5,-1.9998
7.9993,-2.0000,Pearson,1024,8,5,-1.9999
8.9993,-2.0000,Pearson,1024,8,5,-2.0000
9.9993,-2.0000,Pearson,1024,8,5,-2.0000
10.9993,-2.0000,Pearson,1024,8,5,-2.0000
11.9993,-2.0000,Pearson,1024,8,5,-2.0000
0.4993,-1.0833,Pearson,1024,8,6,-1.2119
1.4993,-1.5159,Pearson,1024,8,6,-1.5809
2.4993,-1.7955,Pearson,1024,8,6,-1.8428
3.4993,-1.9463,Pearson,1024,8,6,-1.9559
4.4993,-1.9956,Pearson,1024,8,6,-1.9887
5.4993,-2.0000,Pearson,1024,8,6,-1.9971
6.4993,-2.0000,Pearson,1024,8,6,-1.9993
7.4993,-2.0000,Pearson,1024,8,6,-1.9998
8.4993,-2.0000,Pearson,1024,8,6,-2.0000
9.4993,-2.0000,Pearson,1024,8,6,-2.0000
10.4993,-2.0000,Pearson,1024,8,6,-2.0000
11.4993,-2.0000,Pearson,1024,8,6,-2.0000
-0.4157,-0.6119,Pearson,1024,9,4,-0.7972
0.5843,-1.2545,Pearson,1024,9,4,-1.3357
1.5843,-1.6820,Pearson,1024,9,4,-1.7526
2.5843,-1.9213,Pearson,1024,9,4,-1.9311
3.5843,-1.9956,Pearson,1024,9,4,-1.9823
4.5843,-2.0000,Pearson,1024,9,4,-1.9955
5.5843,-2.0000,Pearson,1024,9,4,-1.9989
6.5843,-2.0000,Pearson,1024,9,4,-1.9997
7.5843,-2.0000,Pearson,1024,9,4,-1.9999
8.5843,-2.0000,Pearson,1024,9,4,-2.0000
9.5843,-2.0000,Pearson,1024,9,4,-2.0000
10.5843,-2.0000,Pearson,1024,9,4,-2.0000
11.5843,-2.0000,Pearson,1024,9,4,-2.0000
12.5843,-2.0000,Pearson,1024,9,4,-2.0000
0.0843,-0.9075,Pearson,1024,9,5,-1.0541
1.0843,-1.4356,Pearson,1024,9,5,-1.4971
2.0843,-1.7667,Pearson,1024,9,5,-1.8156
3.0843,-1.9435,Pearson,1024,9,5,-1.9488
4.0843,-1.9968,Pearson,1024,9,5,-1.9869
5.0843,-2.0000,Pearson,1024,9,5,-1.9967
6.0843,-2.0000,Pearson,1024,9,5,-1.9992
7.0843,-2.0000,Pearson,1024,9,5,-1.9998
8.0843,-2.0000,Pearson,1024,9,5,-1.9999
9.0843,-2.0000,Pearson,1024,9,5,-2.0000
10.0843,-2.0000,Pearson,1024,9,5,-2.0000
11.0843,-2.0000,Pearson,1024,9,5,-2.0000
12.0843,-2.0000,Pearson,1024,9,5,-2.0000
0.5843,-1.1301,Pearson,1024,9,6,-1.2456
1.5843,-1.5608,Pearson,1024,9,6,-1.6083
2.5843,-1.8220,Pearson,1024,9,6,-1.8578
3.5843,-1.9574,Pearson,1024,9,6,-1.9606
4.5843,-1.9976,Pearson,1024,9,6,-1.9899
5.5843,-2.0000,Pearson,1024,9,6,-1.9975
6.5843,-2.0000,Pearson,1024,9,6,-1.9994
7.5843,-2.0000,Pearson,1024,9,6,-1.9998
8.5843,-2.0000,Pearson,1024,9,6,-2.0000
9.5843,-2.0000,Pearson,1024,9,6,-2.0000
10.5843,-2.0000,Pearson,1024,9,6,-2.0000
11.5843,-2.0000,Pearson,1024,9,6,-2.0000
-0.3397,-0.6611,Pearson,1024,10,4,-0.8381
0.6603,-1.3109,Pearson,1024,10,4,-1.3740
1.6603,-1.7243,Pearson,1024,10,4,-1.7740
2.6603,-1.9368,Pearson,1024,10,4,-1.9377
3.6603,-1.9971,Pearson,1024,10,4,-1.9841
4.6603,-2.0000,Pearson,1024,10,4,-1.9960
5.6603,-2.0000,Pearson,1024,10,4,-1.9990
6.6603,-2.0000,Pearson,1024,10,4,-1.9997
7.6603,-2.0000,Pearson,1024,10,4,-1.9999
8.6603,-2.0000,Pearson,1024,10,4,-2.0000
9.6603,-2.0000,Pearson,1024,10,4,-2.0000
10.6603,-2.0000,Pearson,1024,10,4,-2.0000
11.6603,-2.0000,Pearson,1024,10,4,-2.0000
12.6603,-2.0000,Pearson,1024,10,4,-2.0000
0.1603,-0.9540,Pearson,1024,10,5,-1.0896
1.1603,-1.4809,Pearson,1024,10,5,-1.5271
2.1603,-1.7982,Pearson,1024,10,5,-1.8317
3.1603,-1.9546,Pearson,1024,10,5,-1.9538
4.1603,-1.9979,Pearson,1024,10,5,-1.9882
5.1603,-2.0000,Pearson,1024,10,5,-1.9970
6.1603,-2.0000,Pearson,1024,10,5,-1.9993
7.1603,-2.0000,Pearson,1024,10,5,-1.9998
8.1603,-2.0000,Pearson,1024,10,5,-2.0000
9.1603,-2.0000,Pearson,1024,10,5,-2.0000
10.1603,-2.0000,Pearson,1024,10,5,-2.0000
11.1603,-2.0000,Pearson,1024,10,5,-2.0000
12.1603,-2.0000,Pearson,1024,10,5,-2.0000
0.6603,-1.1707,Pearson,1024,10,6,-1.2755
1.6603,-1.5972,Pearson,1024,10,6,-1.6321
2.6603,-1.8463,Pearson,1024,10,6,-1.8702
3.6603,-1.9659,Pearson,1024,10,6,-1.9644
4.6603,-1.9984,Pearson,1024,10,6,-1.9909
5.6603,-2.0000,Pearson,1024,10,6,-1.9977
6.6603,-2.0000,Pearson,1024,10,6,-1.9994
7.6603,-2.0000,Pearson,1024,10,6,-1.9999
8.6603,-2.0000,Pearson,1024,10,6,-2.0000
9.6603,-2.0000,Pearson,1024,10,6,-2.0000
10.6603,-2.0000,Pearson,1024,10,6,-2.0000
11.6603,-2.0000,Pearson,1024,10,6,-2.0000
-0.2710,-0.6754,Pearson,1024,11,4,-0.8754
0.7290,-1.3325,Pearson,1024,11,4,-1.4081
1.7290,-1.7364,Pearson,1024,11,4,-1.7921
2.7290,-1.9434,Pearson,1024,11,4,-1.9432
3.7290,-1.9977,Pearson,1024,11,4,-1.9855
4.7290,-2.0000,Pearson,1024,11,4,-1.9964
5.7290,-2.0000,Pearson,1024,11,4,-1.9991
6.7290,-2.0000,Pearson,1024,11,4,-1.9998
7.7290,-2.0000,Pearson,1024,11,4,-1.9999
8.7290,-2.0000,Pearson,1024,11,4,-2.0000
9.7290,-2.0000,Pearson,1024,11,4,-2.0000
10.7290,-2.0000,Pearson,1024,11,4,-2.0000
11.7290,-2.0000,Pearson,1024,11,4,-2.0000
12.7290,-2.0000,Pearson,1024,11,4,-2.0000
0.2290,-0.9683,Pearson,1024,11,5,-1.1217
1.2290,-1.4980,Pearson,1024,11,5,-1.5536
2.2290,-1.8075,Pearson,1024,11,5,-1.8452
3.2290,-1.9594,Pearson,1024,11,5,-1.9579
4.2290,-1.9984,Pearson,1024,11,5,-1.9892
5.2290,-2.0000,Pearson,1024,11,5,-1.9973
6.2290,-2.0000,Pearson,1024,11,5,-1.9993
7.2290,-2.0000,Pearson,1024,11,5,-1.9998
8.2290,-2.0000,Pearson,1024,11,5,-2.0000
9.2290,-2.0000,Pearson,1024,11,5,-2.0000
10.2290,-2.0000,Pearson,1024,11,5,-2.0000
11.2290,-2.0000,Pearson,1024,11,5,-2.0000
12.2290,-2.0000,Pearson,1024,11,5,-2.0000
0.7290,-1.1835,Pearson,1024,11,6,-1.3024
1.7290,-1.6109,Pearson,1024,11,6,-1.6531
2.7290,-1.8534,Pearson,1024,11,6,-1.8807
3.7290,-1.9695,Pearson,1024,11,6,-1.9676
4.7290,-1.9988,Pearson,1024,11,6,-1.9917
5.7290,-2.0000,Pearson,1024,11,6,-1.9979
6.7290,-2.0000,Pearson,1024,11,6,-1.9995
7.7290,-2.0000,Pearson,1024,11,6,-1.9999
8.7290,-2.0000,Pearson,1024,11,6,-2.0000
9.7290,-2.0000,Pearson,1024,11,6,-2.0000
10.7290,-2.0000,Pearson,1024,11,6,-2.0000
11.7290,-2.0000,Pearson,1024,11,6,-2.0000
-0.2082,-0.7121,Pearson,1024,12,4,-0.9097
0.7918,-1.3784,Pearson,1024,12,4,-1.4386
1.7918,-1.7656,Pearson,1024,12,4,-1.8075
2.7918,-1.9533,Pearson,1024,12,4,-1.9478
3.7918,-1.9982,Pearson,1024,12,4,-1.9867
4.7918,-2.0000,Pearson,1024,12,4,-1.9967
5.7918,-2.0000,Pearson,1024,12,4,-1.9992
6.7918,-2.0000,Pearson,1024,12,4,-1.9998
7.7918,-2.0000,Pearson,1024,12,4,-1.9999
8.7918,-2.0000,Pearson,1024,12,4,-2.0000
9.7918,-2.0000,Pearson,1024,12,4,-2.0000
10.7918,-2.0000,Pearson,1024,12,4,-2.0000
11.7918,-2.0000,Pearson,1024,12,4,-2.0000
12.7918,-2.0000,Pearson,1024,12,4,-2.0000
0.2918,-1.0026,Pearson,1024,12,5,-1.1508
1.2918,-1.5339,Pearson,1024,12,5,-1.5772
2.2918,-1.8291,Pearson,1024,12,5,-1.8567
3.2918,-1.9665,Pearson,1024,12,5,-1.9613
4.2918,-1.9987,Pearson,1024,12,5,-1.9901
5.2918,-2.0000,Pearson,1024,12,5,-1.9975
6.2918,-2.0000,Pearson,1024,12,5,-1.9994
7.2918,-2.0000,Pearson,1024,12,5,-1.9998
8.2918,-2.0000,Pearson,1024,12,5,-2.0000
9.2918,-2.0000,Pearson,1024,12,5,-2.0000
10.2918,-2.0000,Pearson,1024,12,5,-2.0000
11.2918,-2.0000,Pearson,1024,12,5,-2.0000
12.2918,-2.0000,Pearson,1024,12,5,-2.0000
0.7918,-1.2132,Pearson,1024,12,6,-1.3267
1.7918,-1.6394,Pearson,1024,12,6,-1.6717
2.7918,-1.8700,Pearson,1024,12,6,-1.8896
3.7918,-1.9748,Pearson,1024,12,6,-1.9702
4.7918,-1.9990,Pearson,1024,12,6,-1.9924
5.7918,-2.0000,Pearson,1024,12,6,-1.9981
6.7918,-2.0000,Pearson,1024,12,6,-1.9995
7.7918,-2.0000,Pearson,1024,12,6,-1.9999
8.7918,-2.0000,Pearson,1024,12,6,-2.0000
9.7918,-2.0000,Pearson,1024,12,6,-2.0000
10.7918,-2.0000,Pearson,1024,12,6,-2.0000
11.7918,-2.0000,Pearson,1024,12,6,-2.0000
-0.1505,-0.7253,Pearson,1024,13,4,-0.9413
0.8495,-1.4104,Pearson,1024,13,4,-1.4662
1.8495,-1.7875,Pearson,1024,13,4,-1.8208
2.8495,-1.9593,Pearson,1024,13,4,-1.9517
3.8495,-1.9989,Pearson,1024,13,4,-1.9877
4.8495,-2.0000,Pearson,1024,13,4,-1.9969
5.8495,-2.0000,Pearson,1024,13,4,-1.9992
6.8495,-2.0000,Pearson,1024,13,4,-1.9998
7.8495,-2.0000,Pearson,1024,13,4,-2.0000
8.8495,-2.0000,Pearson,1024,13,4,-2.0000
9.8495,-2.0000,Pearson,1024,13,4,-2.0000
10.8495,-2.0000,Pearson,1024,13,4,-2.0000
11.8495,-2.0000,Pearson,1024,13,4,-2.0000
12.8495,-2.0000,Pearson,1024,13,4,-2.0000
0.3495,-1.0178,Pearson,1024,13,5,-1.1775
1.3495,-1.5592,Pearson,1024,13,5,-1.5985
2.3495,-1.8452,Pearson,1024,13,5,-1.8667
3.3495,-1.9708,Pearson,1024,13,5,-1.9642
4.3495,-1.9992,Pearson,1024,13,5,-1.9909
5.3495,-2.0000,Pearson,1024,13,5,-1.9977
6.3495,-2.0000,Pearson,1024,13,5,-1.9994
7.3495,-2.0000,Pearson,1024,13,5,-1.9999
8.3495,-2.0000,Pearson,1024,13,5,-2.0000
9.3495,-2.0000,Pearson,1024,13,5,-2.0000
10.3495,-2.0000,Pearson,1024,13,5,-2.0000
11.3495,-2.0000,Pearson,1024,13,5,-2.0000
12.3495,-2.0000,Pearson,1024,13,5,-2.0000
0.8495,-1.2275,Pearson,1024,13,6,-1.3489
1.8495,-1.6595,Pearson,1024,13,6,-1.6885
2.8495,-1.8824,Pearson,1024,13,6,-1.8973
3.8495,-1.9781,Pearson,1024,13,6,-1.9724
4.8495,-1.9994,Pearson,1024,13,6,-1.9930
5.8495,-2.0000,Pearson,1024,13,6,-1.9982
6.8495,-2.0000,Pearson,1024,13,6,-1.9996
7.8495,-2.0000,Pearson,1024,13,6,-1.9999
8.8495,-2.0000,Pearson,1024,13,6,-2.0000
9.8495,-2.0000,Pearson,1024,13,6,-2.0000
10.8495,-2.0000,Pearson,1024,13,6,-2.0000
11.8495,-2.0000,Pearson,1024,13,6,-2.0000
-0.0970,-0.8039,Pearson,1024,14,4,-0.9707
0.9030,-1.4521,Pearson,1024,14,4,-1.4912
1.9030,-1.8129,Pearson,1024,14,4,-1.8324
2.9030,-1.9677,Pearson,1024,14,4,-1.9551
3.9030,-1.9989,Pearson,1024,14,4,-1.9886
4.9030,-2.0000,Pearson,1024,14,4,-1.9971
5.9030,-2.0000,Pearson,1024,14,4,-1.9993
6.9030,-2.0000,Pearson,1024,14,4,-1.9998
7.9030,-2.0000,Pearson,1024,14,4,-2.0000
8.9030,-2.0000,Pearson,1024,14,4,-2.0000
9.9030,-2.0000,Pearson,1024,14,4,-2.0000
10.9030,-2.0000,Pearson,1024,14,4,-2.0000
11.9030,-2.0000,Pearson,1024,14,4,-2.0000
12.9030,-2.0000,Pearson,1024,14,4,-2.0000
0.4030,-1.0810,Pearson,1024,14,5,-1.2022
1.4030,-1.5916,Pearson,1024,14,5,-1.6177
2.4030,-1.8640,Pearson,1024,14,5,-1.8753
3.4030,-1.9769,Pearson,1024,14,5,-1.9667
4.4030,-1.9992,Pearson,1024,14,5,-1.9915
5.4030,-2.0000,Pearson,1024,14,5,-1.9979
6.4030,-2.0000,Pearson,1024,14,5,-1.9995
7.4030,-2.0000,Pearson,1024,14,5,-1.9999
8.4030,-2.0000,Pearson,1024,14,5,-2.0000
9.4030,-2.0000,Pearson,1024,14,5,-2.0000
10.4030,-2.0000,Pearson,1024,14,5,-2.0000
11.4030,-2.0000,Pearson,1024,14,5,-2.0000
12.4030,-2.0000,Pearson,1024,14,5,-2.0000
0.9030,-1.2784,Pearson,1024,14,6,-1.3693
1.9030,-1.6852,Pearson,1024,14,6,-1.7036
2.9030,-1.8968,Pearson,1024,14,6,-1.9040
3.9030,-1.9826,Pearson,1024,14,6,-1.9744
4.9030,-1.9994,Pearson,1024,14,6,-1.9935
5.9030,-2.0000,Pearson,1024,14,6,-1.9984
6.9030,-2.0000,Pearson,1024,14,6,-1.9996
7.9030,-2.0000,Pearson,1024,14,6,-1.9999
8.9030,-2.0000,Pearson,1024,14,6,-2.0000
9.9030,-2.0000,Pearson,1024,14,6,-2.0000
10.9030,-2.0000,Pearson,1024,14,6,-2.0000
11.9030,-2.0000,Pearson,1024,14,6,-2.0000
-0.0473,-0.7895,Pearson,1024,15,4,-0.9980
0.9527,-1.4790,Pearson,1024,15,4,-1.5141
1.9527,-1.8299,Pearson,1024,15,4,-1.8426
2.9527,-1.9729,Pearson,1024,15,4,-1.9580
3.9527,-1.9994,Pearson,1024,15,4,-1.9893
